Timestamp,Sensor 3
2024-07-08 17:11:03.491139,464.7870605627765
2024-07-08 17:11:05.781907,465.2870605627765
2024-07-08 17:11:08.122030,465.37706056277653
2024-07-08 17:11:10.462612,464.9770605627765
2024-07-08 17:11:12.753296,464.9770605627765
2024-07-08 17:11:15.044673,465.37706056277653
2024-07-08 17:11:17.337159,465.31706056277653
2024-07-08 17:11:19.675920,465.1970605627765
2024-07-08 17:11:21.967244,465.1970605627765
2024-07-08 17:11:24.259571,464.8470605627765
2024-07-08 17:11:26.549825,464.9770605627765
2024-07-08 17:11:28.889788,464.91706056277656
2024-07-08 17:11:31.230576,464.91706056277656
2024-07-08 17:11:33.569877,464.4770605627765
2024-07-08 17:11:35.861197,463.86706056277654
2024-07-08 17:11:38.152369,464.2270605627765
2024-07-08 17:11:40.444392,464.4470605627765
2024-07-08 17:11:42.734904,464.4470605627765
2024-07-08 17:11:45.026197,464.04706056277655
2024-07-08 17:11:47.319145,464.41706056277656
2024-07-08 17:11:49.608782,464.4770605627765
2024-07-08 17:11:51.900016,464.4770605627765
2024-07-08 17:11:54.192199,465.1970605627765
2024-07-08 17:11:56.483275,465.7170605627765
2024-07-08 17:11:58.822231,465.2270605627765
2024-07-08 17:12:01.162606,465.2270605627765
2024-07-08 17:12:03.455081,464.41706056277656
2024-07-08 17:12:05.745165,464.7870605627765
2024-07-08 17:12:08.036484,464.91706056277656
2024-07-08 17:12:10.377351,464.91706056277656
2024-07-08 17:12:12.667737,464.9770605627765
2024-07-08 17:12:14.959027,464.9470605627765
2024-07-08 17:12:17.299817,465.0370605627765
2024-07-08 17:12:19.590325,465.0370605627765
2024-07-08 17:12:21.881587,465.0370605627765
2024-07-08 17:12:24.173613,464.66706056277656
2024-07-08 17:12:26.464835,463.17706056277655
2024-07-08 17:12:28.755552,463.3970605627765
2024-07-08 17:12:31.046660,463.3970605627765
2024-07-08 17:12:33.340344,464.66706056277656
2024-07-08 17:12:35.629231,464.2870605627765
2024-07-08 17:12:37.969220,464.5370605627765
2024-07-08 17:12:40.261649,464.5370605627765
2024-07-08 17:12:42.551849,465.54706056277655
2024-07-08 17:12:44.843113,465.1970605627765
2024-07-08 17:12:47.134362,464.4770605627765
2024-07-08 17:12:49.525409,464.8270605627765
2024-07-08 17:12:51.814436,464.8270605627765
2024-07-08 17:12:54.105701,464.91706056277656
2024-07-08 17:12:56.446225,465.2870605627765
2024-07-08 17:12:58.736931,465.04706056277655
2024-07-08 17:13:01.028228,465.04706056277655
2024-07-08 17:13:03.320121,465.37706056277653
2024-07-08 17:13:05.610787,465.54706056277655
2024-07-08 17:13:07.950795,466.05706056277654
2024-07-08 17:13:10.291608,466.05706056277654
2024-07-08 17:13:12.582127,465.9670605627765
2024-07-08 17:13:14.873418,466.18706056277654
2024-07-08 17:13:17.213981,466.37706056277653
2024-07-08 17:13:19.505368,466.37706056277653
2024-07-08 17:13:21.795989,465.7770605627765
2024-07-08 17:13:24.087281,465.5970605627765
2024-07-08 17:13:26.428207,465.68706056277654
2024-07-08 17:13:28.816085,465.4770605627765
2024-07-08 17:13:31.107310,465.4770605627765
2024-07-08 17:13:33.399413,465.16706056277656
2024-07-08 17:13:35.689871,465.2870605627765
2024-07-08 17:13:38.029892,465.43706056277654
2024-07-08 17:13:40.322213,465.43706056277654
2024-07-08 17:13:42.612481,464.9770605627765
2024-07-08 17:13:44.903734,465.4470605627765
2024-07-08 17:13:47.196217,465.7170605627765
2024-07-08 17:13:49.487087,465.7170605627765
2024-07-08 17:13:51.777543,466.0270605627765
2024-07-08 17:13:54.068779,465.62706056277653
2024-07-08 17:13:56.360841,465.62706056277653
2024-07-08 17:13:58.651380,465.62706056277653
2024-07-08 17:14:00.942641,465.68706056277654
2024-07-08 17:14:03.235159,465.54706056277655
2024-07-08 17:14:05.574050,465.68706056277654
2024-07-08 17:14:07.865297,465.41706056277656
2024-07-08 17:14:10.157404,465.41706056277656
2024-07-08 17:14:12.448860,465.1970605627765
2024-07-08 17:14:14.740166,465.3270605627765
2024-07-08 17:14:17.030241,465.0370605627765
2024-07-08 17:14:19.322232,465.0370605627765
