Unnamed: 0,Timestamp,Temperature(°C),UV index,Ambient light(x),Pressure(mbar),humidity(%),sound level(dB),CO2(ppm),VOCs(ppb),magnetic field(μT)
0,2024-07-11T01:19:38.294692,28.39604241542163,0,481.1683644716389,1010.1258425857169,32.356438847140126,23.34653696498054,492.07925664102333,1.386138751101474,117
1,2024-07-11T01:19:40.616920,28.537386514087874,0,483.56342740991715,1015.1498613649181,32.51749620921868,23.900779702735516,494.5286296200025,1.3930383932957817,112
2,2024-07-11T01:19:42.909066,28.584845988438406,0,484.2411660121528,1016.8367891718663,32.5715748571188,23.35475460757142,497.01498151474067,1.4286334956621776,110
3,2024-07-11T01:19:45.249355,28.60865860024028,0,484.581218793163,1017.6864521141746,32.59870861422079,23.296006476546165,498.2624991765452,1.4464932036825078,137
4,2024-07-11T01:19:47.540207,28.624992063248033,0,484.8560719094558,1018.2008143916779,32.61503203435366,23.00564642172285,499.01299439326965,1.457237440699534,18
5,2024-07-11T01:19:49.832700,28.632549603814006,0,484.91886031783406,1018.5460802995932,32.625941177746896,23.011414927905363,499.5145596209328,1.4644179470710885,117
6,2024-07-11T01:19:52.170716,28.637961423379476,0,484.96382197354467,1018.7933190381001,32.632307956755504,22.957743117231765,499.1511898213846,1.4551091455140805,53
7,2024-07-11T01:19:54.561253,28.643301314650905,0,485.03065899983244,1018.9761924943421,32.6370957357172,22.867843039780666,498.8779379495601,1.4481089835494432,122
8,2024-07-11T01:19:56.852022,28.647466385097704,0,485.142942993725,1019.1170163582713,32.64083016318877,22.8658179667579,498.66480377921505,1.4426489158739615,109
9,2024-07-11T01:19:59.142844,28.648753983411186,0,485.2248259353208,1019.2299167062287,32.642799511197325,22.758379413658613,498.49377582318596,1.438267524505293,152
10,2024-07-11T01:20:01.433176,28.649810913642252,0,485.2920398757826,1019.3225914088938,32.64535588470863,22.624136557816737,497.8834736840165,1.4346710418575688,104
11,2024-07-11T01:20:03.725389,28.652429620805115,0,485.3586554286433,1019.4000888014671,32.647493601646175,22.656740270186155,497.373120555198,1.43166355416548,169
12,2024-07-11T01:20:06.015878,28.65465360255555,0,485.3910301376026,1019.4674374315183,32.6493090942389,22.72879562072957,496.9396944505672,1.429109393915449,145
13,2024-07-11T01:20:08.307075,28.655812253666106,0,485.43700728695757,1019.5255393103366,32.64936125753848,22.72964154997986,496.5667481299933,1.426911638272151,80
14,2024-07-11T01:20:10.599135,28.65682048493952,0,485.4770155339782,1019.5763114057766,32.6501172840847,22.787939113613483,496.2422189077972,1.4249992023795028,150
15,2024-07-11T01:20:12.889683,28.657706404754038,0,485.5390580464065,1019.6209241911175,32.650781594858685,22.82975370713657,495.95705926643814,1.4233187696296277,105
16,2024-07-11T01:20:15.180872,28.65976876323839,0,485.55763840582074,1019.6599491856848,32.650731680045055,22.93003398686218,495.7043504958888,1.4218295683801523,117
17,2024-07-11T01:20:17.473058,28.659782848299457,0,485.54499076447865,1019.6941847457557,32.64946887486895,22.947696355830335,495.47871162001593,1.420499888784349,117
18,2024-07-11T01:20:19.765611,28.659795508733932,0,485.5336223626164,1019.7264151233463,32.64891681808318,22.96007413767141,495.2758948775668,1.419304698979052,127
19,2024-07-11T01:20:22.103529,28.66036678040776,0,485.5703679427531,1019.7555587020021,32.64841763341451,22.911925143328407,495.09250249658527,1.4182239760492215,197
20,2024-07-11T01:20:24.394816,28.66142521575997,0,485.611859139536,1019.7805430226414,32.64850293948091,22.957645225325393,494.92578435064866,1.4172415136253835,122
21,2024-07-11T01:20:26.687454,28.66291259677612,0,485.62946012271107,1019.8036259437253,32.64858086480757,22.993683829839142,494.77349077376806,1.4163440545285562,145
22,2024-07-11T01:20:28.977320,28.664277246032988,0,485.64460116509196,1019.8271720050919,32.648148565310784,23.145644266432754,494.63376375408774,1.4155206495796855,137
23,2024-07-11T01:20:31.268961,28.665534281878884,0,485.6585482162637,1019.848861272879,32.647750356055994,23.161495088022015,494.74939848685324,1.414762176637859,-192
24,2024-07-11T01:20:33.609332,28.665746402952692,0,485.67476713493596,1019.8667753170712,32.64785721387285,23.216523932045693,494.8563017881219,1.4140609750225221,63
25,2024-07-11T01:20:35.948664,28.66640572371784,0,485.69119894535004,1019.8848257246752,32.64703120259478,23.254152445169318,494.9554616521627,1.4134105642679728,134
26,2024-07-11T01:20:38.239894,28.666567912004414,0,485.6929498059064,1019.9008526248432,32.64671392628882,23.238622894567026,495.04771949364175,1.4128054253554705,194
27,2024-07-11T01:20:40.532028,28.666719234195718,0,485.6945833644182,1019.9147476040667,32.6459770023071,23.22677919909872,495.1337963554941,1.4122408288102029,135
28,2024-07-11T01:20:42.872200,28.6677236826374,0,485.70776056255045,1019.9277451361149,32.64528767467909,23.235547158817006,495.2143136957889,1.411712698355789,145
29,2024-07-11T01:20:45.162507,28.668665494213055,0,485.73702747883203,1019.9406086066829,32.6446413331522,23.284778598075,495.07841700347666,1.4112175018332194,177
30,2024-07-11T01:20:47.454464,28.669135686521766,0,485.77241156407877,1019.953567621677,32.64486362814981,23.245586096999112,494.95071421473165,1.4107521632305424,137
31,2024-07-11T01:20:49.746035,28.669578428890322,0,485.80572991791195,1019.9651588064422,32.64466542563557,23.163446957291974,494.8304667455312,1.4103139912074953,137
32,2024-07-11T01:20:52.036267,28.66999611113456,0,485.8135159957519,1019.9760939064234,32.644478441789346,23.16290802172835,494.7170255292244,1.4099006206178555,171
33,2024-07-11T01:20:54.327565,28.670390842130757,0,485.8220579685594,1019.9865070484148,32.644696310080604,23.122940945139128,494.60981780148217,1.4095099643548719,147
