Unnamed: 0,Timestamp,Temperature(°C),UV index,Ambient light(x),Pressure(mbar),humidity(%),sound level(dB),CO2(ppm),VOCs(ppb),magnetic field(μT)
0,2024-07-08T19:10:52.412102,27.83168592390174,0,23.306933000663356,1003.9614855397471,32.73267650815338,32.17822100771279,4.3960400392075325,0.5940594647577746,204
1,2024-07-08T19:10:54.782495,27.97022088253173,0,23.422945555844787,1008.9588027430829,32.90058427855087,32.721670191634786,4.417921761595194,0.5970164542696207,196
2,2024-07-08T19:10:57.072713,28.01673712465145,0,23.461899392184105,1010.64175665144,32.95696310580741,33.18701186145826,4.425269044235234,0.5980093303020586,88
3,2024-07-08T19:10:59.461164,28.040076473248053,0,23.48144433227532,1011.482418610873,32.98274843553143,33.420495284744774,4.4289555155183695,0.5985075020970769,137
4,2024-07-08T19:11:01.752223,28.054117211924154,0,23.519306565194604,1011.9881531577684,32.99826065408515,33.560956776975296,4.431173262929323,0.5988071976931516,161
5,2024-07-08T19:11:04.043567,28.063500811091345,0,23.544610363341217,1012.3256380579375,33.00862766143853,33.61620831004759,4.432655410930117,0.5990074879635292,109
6,2024-07-08T19:11:06.335580,28.07022023854585,0,23.562729960410554,1012.56730495603,33.01460622652992,33.65577294421565,4.4337167505920885,0.599150912242174,167
7,2024-07-08T19:11:08.674776,28.071462499036663,0,23.576355786833272,1012.7490369886422,33.01910207099492,33.682984835703145,4.434514871541149,0.5992587664244794,137
8,2024-07-08T19:11:11.014805,28.07243145181014,0,23.586983817267175,1012.8907864512801,33.02260879200528,33.67697138941164,4.435137399193666,0.5993428917829278,88
9,2024-07-08T19:11:13.307673,28.073208980875833,0,23.585239042544146,1013.0053541235516,33.02645005063085,33.6598181514127,4.435636941954966,0.5994103975614818,192
10,2024-07-08T19:11:15.597368,28.073847218722577,0,23.58944579510697,1013.0993974560557,33.02960316315375,33.64573784732103,4.43604699363071,0.5994658099500959,95
11,2024-07-08T19:11:17.937315,28.072646062436334,0,23.59296360898113,1013.1780393383427,33.03310732637196,33.63396347068575,4.436389891258397,0.5995121474673508,159
12,2024-07-08T19:11:20.229392,28.071625959960613,0,23.59595117245081,1013.2436173147124,33.03608329678911,33.635257067276605,4.436681102920799,0.5995515003947025,162
13,2024-07-08T19:11:22.520048,28.069993202656107,0,23.606071842365115,1013.3000446150907,33.03864400369013,33.6363701568753,4.436931679240132,0.5995853620594772,129
14,2024-07-08T19:11:24.811177,28.068572415189294,0,23.614878614155593,1013.3491463407067,33.04158290658855,33.64586636463999,4.439992265950771,0.6067211802435173,145
15,2024-07-08T19:11:27.102489,28.067996182115497,0,23.622617010927108,1013.3928963687216,33.04550967174813,33.64614422535449,4.442681564014126,0.6129913316351081,122
16,2024-07-08T19:11:29.539685,28.067485523766596,0,23.629474786188826,1013.4316676890194,33.04898957511378,33.615736335633436,4.4450648227529586,0.618547946315136,192
17,2024-07-08T19:11:31.831242,28.06824780378102,0,23.635597963859624,1013.4662858667308,33.05270583352484,33.588585706712216,4.447192789350933,0.6235093423416147,-209
18,2024-07-08T19:11:34.122538,28.068932983357286,0,23.64110181572834,1013.4960616539034,33.05662923538195,33.567096327736806,4.446773433490308,0.6221386945985213,68
19,2024-07-08T19:11:36.414724,28.06955254125164,0,23.640480309698468,1013.5229857255517,33.06017688139694,33.54766505037515,4.446394240585275,0.6208993178584281,189
20,2024-07-08T19:11:38.705100,28.070115768267364,0,23.639915311673825,1013.5474618312779,33.063401971571864,33.53000048591737,4.446049524312215,0.6197726266015755,161
21,2024-07-08T19:11:40.996387,28.070630264492948,0,23.63783763100479,1013.5712256574402,33.06634802471888,33.55550604946065,4.4457346331290255,0.6187434174499131,104
22,2024-07-08T19:11:43.288419,28.071102306884427,0,23.63593139087518,1013.5930286032628,33.06955477805908,33.57890701260148,4.44544572530079,0.6177991338475767,181
23,2024-07-08T19:11:45.578850,28.071537124991632,0,23.634175472889847,1013.6131122139835,33.07250865347966,33.60046262430791,4.445179600144877,0.6169293144922705,194
24,2024-07-08T19:11:47.918859,28.071939110536977,0,23.633977138429625,1013.6316793368201,33.07571448432441,33.6085156292686,4.444933569760776,0.6161251740894194,139
25,2024-07-08T19:11:50.210120,28.072311978648155,0,23.633793170134197,1013.6489015680726,33.078688103912675,33.6192232739371,4.44470536034958,0.6153792808188646,192
26,2024-07-08T19:11:52.501606,28.07265889327361,0,23.63362200695239,1013.6648347977886,33.081454744702754,33.626026929787606,4.444493035454969,0.6146853054511001,177
27,2024-07-08T19:11:54.792700,28.072982565731266,0,23.626848748587697,1013.679700552191,33.08403602942896,33.59710242881409,4.442972223134171,0.6140378242082886,105
28,2024-07-08T19:11:57.083980,28.073285332872825,0,23.620512960584758,1013.6940807540185,33.08645059446101,33.57004609988173,4.441549636848807,0.6134321624027804,120
29,2024-07-08T19:11:59.376154,28.07356921961784,0,23.604002618200298,1013.7075642141738,33.08871458851286,33.54467698910837,4.440215762281112,0.6128642693425821,186
30,2024-07-08T19:12:01.666546,28.073835989385447,0,23.586413605172428,1013.7204421041839,33.09125690748636,33.520837511203375,4.43896231380321,0.612330617446702,179
31,2024-07-08T19:12:03.957831,28.074494704946183,0,23.558440886420257,1013.7325681798757,33.093650805266265,33.517950741822546,4.439004601578273,0.6118281202769518,152
32,2024-07-08T19:12:06.249687,28.075116135857844,0,23.53205148080735,1013.7438075017353,33.09590920353171,33.52163994955632,4.439044495778708,0.6113540654755805,-177
