Timestamp,90:FD:9F:7B:53:3E
2024-07-10 17:19:28.831769,30.234620727480944
2024-07-10 17:19:31.122725,30.35309739130575
2024-07-10 17:19:33.414509,30.392878607790827
2024-07-10 17:19:35.755568,30.412838682741697
2024-07-10 17:19:38.045616,30.42484648129616
2024-07-10 17:19:40.337042,30.429513126853134
2024-07-10 17:19:42.629216,30.432854828232028
2024-07-10 17:19:44.919756,30.43536776727649
2024-07-10 17:19:47.259905,30.435057964204876
2024-07-10 17:19:49.551261,30.433782048995486
2024-07-10 17:19:51.842966,30.434614361513912
2024-07-10 17:19:54.133850,30.435310366444376
2024-07-10 17:19:56.473833,30.435901460509992
2024-07-10 17:19:58.863179,30.437920071512607
2024-07-10 17:20:01.154044,30.438965984646607
2024-07-10 17:20:03.591590,30.439885015025958
2024-07-10 17:20:05.882963,30.4413380884153
2024-07-10 17:20:08.174078,30.442635510128916
2024-07-10 17:20:10.465412,30.44321868217949
2024-07-10 17:20:12.757755,30.444305825878434
2024-07-10 17:20:15.047884,30.445294125288065
2024-07-10 17:20:17.339299,30.446196916350637
2024-07-10 17:20:19.679873,30.44752900808441
2024-07-10 17:20:22.019310,30.447289994809694
2024-07-10 17:20:24.359300,30.447069029123153
2024-07-10 17:20:26.651525,30.446401504396235
2024-07-10 17:20:28.941829,30.445329202274234
2024-07-10 17:20:31.233743,30.443887836785752
2024-07-10 17:20:33.524985,30.442539566030664
2024-07-10 17:20:35.815687,30.440429800658816
2024-07-10 17:20:38.106727,30.43803241113286
2024-07-10 17:20:40.397953,30.435774981784473
2024-07-10 17:20:42.690158,30.43364532755798
2024-07-10 17:20:44.980493,30.430843540735577
2024-07-10 17:20:47.271731,30.428191400311935
2024-07-10 17:20:49.562957,30.425293567025136
2024-07-10 17:20:51.902321,30.42254249210644
2024-07-10 17:20:54.194097,30.419927319051183
2024-07-10 17:20:56.485408,30.417438297262507
2024-07-10 17:20:58.777695,30.414334653187392
2024-07-10 17:21:01.067743,30.412098954980447
2024-07-10 17:21:03.456389,30.409964299019958
2024-07-10 17:21:05.748691,30.407924230246138
2024-07-10 17:21:08.038856,30.406678782598316
2024-07-10 17:21:10.330134,30.40583677092586
2024-07-10 17:21:12.670754,30.405030110969577
2024-07-10 17:21:14.961209,30.40529286225165
2024-07-10 17:21:17.252503,30.40554492681945
2024-07-10 17:21:19.543565,30.405786889123014
2024-07-10 17:21:21.834084,30.406019288720213
2024-07-10 17:21:24.125990,30.407254907176984
2024-07-10 17:21:26.417157,30.40810717792437
2024-07-10 17:21:28.709403,30.408258603449163
2024-07-10 17:21:31.048280,30.408071578636747
2024-07-10 17:21:33.436961,30.4078915153497
2024-07-10 17:21:35.728715,30.4073879624638
2024-07-10 17:21:38.068166,30.407560657632704
2024-07-10 17:21:40.359288,30.408382758088855
2024-07-10 17:21:42.797721,30.40917538638338
2024-07-10 17:21:45.087852,30.410917267600585
2024-07-10 17:21:47.379113,30.413897293966905
2024-07-10 17:21:49.670940,30.418069131440735
2024-07-10 17:21:51.961418,30.42209583781471
2024-07-10 17:21:54.350107,30.426950881409038
2024-07-10 17:21:56.642239,30.433569970533078
2024-07-10 17:21:58.932511,30.44028414784925
