Timestamp,Sensor 3
2024-07-10 17:19:28.831769,470.71063273205743
2024-07-10 17:19:31.122725,473.29272525696
2024-07-10 17:19:33.414509,473.7104628694942
2024-07-10 17:19:35.755568,473.5246608167605
2024-07-10 17:19:38.045616,473.3626836631213
2024-07-10 17:19:40.337042,473.3148819925776
2024-07-10 17:19:42.629216,473.28065207165935
2024-07-10 17:19:44.919756,473.2612625599312
2024-07-10 17:19:47.259905,473.2767822085925
2024-07-10 17:19:49.551261,473.22143298110143
2024-07-10 17:19:51.842966,473.1759993461013
2024-07-10 17:19:54.133850,473.19699194816405
2024-07-10 17:19:56.473833,473.1398012464954
2024-07-10 17:19:58.863179,473.097385858955
2024-07-10 17:20:01.154044,473.06047697430256
2024-07-10 17:20:03.591590,473.03006219709414
2024-07-10 17:20:05.882963,473.0446193911995
2024-07-10 17:20:08.174078,473.0362980834341
2024-07-10 17:20:10.465412,473.0288184302609
2024-07-10 17:20:12.757755,472.9778290481021
2024-07-10 17:20:15.047884,472.8813389742353
2024-07-10 17:20:17.339299,472.8374416769551
2024-07-10 17:20:19.679873,472.8173183718775
2024-07-10 17:20:22.019310,472.7987819489151
2024-07-10 17:20:24.359300,472.7702452165154
2024-07-10 17:20:26.651525,472.7497888529156
2024-07-10 17:20:28.941829,472.7447448086623
2024-07-10 17:20:31.233743,472.7400386992042
2024-07-10 17:20:33.524985,472.75677759316636
2024-07-10 17:20:35.815687,472.7310396278465
2024-07-10 17:20:38.106727,472.6964827192305
2024-07-10 17:20:40.397953,472.66394325125725
2024-07-10 17:20:42.690158,472.6568919727433
2024-07-10 17:20:44.980493,472.6332613207152
2024-07-10 17:20:47.271731,472.6334458588774
2024-07-10 17:20:49.562957,472.633620804958
2024-07-10 17:20:51.902321,472.5944076536249
2024-07-10 17:20:54.194097,472.56162089804457
2024-07-10 17:20:56.485408,472.5496504597389
2024-07-10 17:20:58.777695,472.538244475379
2024-07-10 17:21:01.067743,472.5085215439535
2024-07-10 17:21:03.456389,472.4790649334217
2024-07-10 17:21:05.748691,472.47689206839493
2024-07-10 17:21:08.038856,472.53093376143056
2024-07-10 17:21:10.330134,472.58266738613577
2024-07-10 17:21:12.670754,472.6461376948463
2024-07-10 17:21:14.961209,472.70318723819867
2024-07-10 17:21:17.252503,472.7884584438443
2024-07-10 17:21:19.543565,472.8703121431788
2024-07-10 17:21:21.834084,472.9502877071104
2024-07-10 17:21:24.125990,473.04738986932466
2024-07-10 17:21:26.417157,473.1756717483257
2024-07-10 17:21:28.709403,473.29907202731295
2024-07-10 17:21:31.048280,473.43313605362823
2024-07-10 17:21:33.436961,473.5466343506645
2024-07-10 17:21:35.728715,473.63251193848737
2024-07-10 17:21:38.068166,473.71525568101924
2024-07-10 17:21:40.359288,473.78976216025296
2024-07-10 17:21:42.797721,473.88643328490707
2024-07-10 17:21:45.087852,473.99269943915624
2024-07-10 17:21:47.379113,474.0978151982795
2024-07-10 17:21:49.670940,474.1992488850167
2024-07-10 17:21:51.961418,474.2871330789475
2024-07-10 17:21:54.350107,474.349726994796
2024-07-10 17:21:56.642239,474.4133887730019
2024-07-10 17:21:58.932511,474.4748763305679
2024-07-10 17:22:01.223619,474.5294673707549
2024-07-10 17:22:03.514848,474.5818937252975
2024-07-10 17:22:05.807142,474.64533382702916
2024-07-10 17:22:08.097135,474.70282337782794
2024-07-10 17:22:10.388327,474.7583968159739
2024-07-10 17:22:12.728916,474.8111715459055
2024-07-10 17:22:15.019465,474.86696483326034
2024-07-10 17:22:17.359329,474.9225057797088
2024-07-10 17:22:19.651201,474.97622297402245
2024-07-10 17:22:21.990379,475.04685418331053
2024-07-10 17:22:24.330383,475.0949464723201
2024-07-10 17:22:26.622050,475.1430531048758
2024-07-10 17:22:28.912783,475.18959851393174
2024-07-10 17:22:31.203866,475.2292769477699
2024-07-10 17:22:33.494978,475.27460520936836
2024-07-10 17:22:35.788227,475.3143801131139
2024-07-10 17:22:38.077328,475.35287599699575
2024-07-10 17:22:40.368538,475.3957956075319
2024-07-10 17:22:42.660481,475.42697152340247
2024-07-10 17:22:44.999523,475.4492998504186
2024-07-10 17:22:47.290689,475.4881773869391
2024-07-10 17:22:49.581980,475.52581562361115
2024-07-10 17:22:51.873167,475.56319643912104
2024-07-10 17:22:54.261835,475.605970545643
