Unnamed: 0,Timestamp,Temperature(°C),UV index,Ambient light(x),Pressure(mbar),humidity(%),sound level(dB),CO2(ppm),VOCs(ppb),magnetic field(μT)
0,2024-07-08T19:10:53.097923,27.449522074444857,0,20.4110619954731,1005.116822497344,31.45596597261151,48.862962562212566,4.438996720080669,0.6875033422058947,186
1,2024-07-08T19:10:55.632436,27.58615477486386,0,20.51795733242043,1010.1198905042086,31.612541142243604,49.106182772285486,4.461092263579416,0.6909254578237157,-142
2,2024-07-08T19:10:58.264864,27.632032290813726,0,20.557366141417184,1011.7997836160281,31.66511479276885,49.187849452609676,4.468511341488116,0.6920745104542896,-182
3,2024-07-08T19:11:00.897277,27.655051160969755,0,20.579764583550674,1012.6426636328808,31.69149342312869,49.22882540066473,4.472233835775829,0.6926510432668884,-169
4,2024-07-08T19:11:03.237605,27.6688991027468,0,20.59533043797837,1013.1497325428356,31.707362565919155,49.25347615628737,4.474473254296904,0.6929978801345238,186
5,2024-07-08T19:11:05.529225,27.678153853363842,0,20.60746914965653,1013.4886129615176,31.71796811015068,49.26995056089437,4.4759698853683965,0.6932296754992389,-119
6,2024-07-08T19:11:07.917283,27.68478101467719,0,20.617644261088163,1013.7312791654458,31.7255625506004,49.281747587242215,4.477041596098136,0.6933956600121899,145
7,2024-07-08T19:11:10.355890,27.689764599543093,0,20.626589540559742,1013.9137626699484,31.731273523474112,49.29061887906536,4.477847516026869,0.6935204793530215,187
8,2024-07-08T19:11:12.694855,27.693651753979204,0,20.63471391915676,1014.0560982743639,31.73572803446126,49.29753841235159,4.4784761268181805,0.693617837392963,-189
9,2024-07-08T19:11:14.986084,27.696770972623973,0,20.642263706034466,1014.170314439017,31.739302524220495,49.30309094122438,4.478980550949712,0.6936959616399911,211
10,2024-07-08T19:11:17.377990,27.69933139573764,0,20.64939640109867,1014.2640692350852,31.742236658451343,49.30764875678151,4.479394609517754,0.6937600902409676,-192
11,2024-07-08T19:11:19.714994,27.701472499075308,0,20.656217630497935,1014.3424698344675,31.744690270341227,49.311460140161756,4.47974085783011,0.6938137165189284,161
12,2024-07-08T19:11:22.055149,27.70329086762613,0,20.662801046771094,1014.4090528815228,31.74677404211347,49.3146970225447,4.480034915118652,0.6938592595507037,-197
13,2024-07-08T19:11:24.444782,27.704855503104312,0,20.66919970539601,1014.4663450061701,31.74856704675041,49.31748223405354,4.4802879399887,0.6938984475597942,169
14,2024-07-08T19:11:26.783694,27.706217012540773,0,20.67545289291556,1014.5161992817697,31.75012727772232,49.319905860389966,4.480508116351204,0.6939325480547126,204
15,2024-07-08T19:11:29.368397,27.707413353320135,0,20.681590395472167,1014.5600055906561,31.751498232551526,49.32203546958881,4.480701582480825,0.6939625117197264,-208
16,2024-07-08T19:11:31.805039,27.708473551762207,0,20.687635261212666,1014.5988267871209,31.752713174146052,49.32392273147421,4.480873032365972,0.6939890655508041,137
17,2024-07-08T19:11:34.193916,27.709420182874975,0,20.693605642079675,1014.6334894983172,31.753797972489394,49.325607831874066,4.4810261167218055,0.6940127749637439,204
18,2024-07-08T19:11:36.486771,27.71027106744817,0,20.699516054101288,1014.6646462665917,31.754773049436395,49.32712249362052,4.481163717435557,0.6940340862997415,-197
19,2024-07-08T19:11:39.117706,27.711040460280014,0,20.705378259712152,1014.6928190586825,31.755654740369753,49.32849209171538,4.481288139720497,0.6940533565858298,167
20,2024-07-08T19:11:41.458166,27.7117398990775,0,20.711201898137173,1014.7184303498283,31.75645626700304,49.32973716445958,4.481401249395759,0.6940708747965162,189
21,2024-07-08T19:11:43.846557,27.71237882194747,0,20.716994944057525,1014.7418257343871,31.757188444998796,49.330874512650595,4.481504572743849,0.6940868773195228,-206
22,2024-07-08T19:11:46.235806,27.712965023875718,0,20.722764046885047,1014.7632906406927,31.75786020707385,49.33191801216203,4.481599370330114,0.6941015593888056,187
23,2024-07-08T19:11:48.575125,27.713504999135317,0,20.728514785532706,1014.7830628689917,31.75847899538448,49.332879223465554,4.481686692375277,0.6941150836605461,-181
